,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths,policy
46,4544119.449069841,712735218.6613116,30700000.0,187.7410855889999,0.0012563425268209921,scenario 0 option 1
47,605602248.6026281,712735218.6613116,30700000.0,3893.6723307855896,0.17609072701104075,scenario 0 option 1
48,39539444.0452946,712735218.6613116,30700000.0,1398.61592069675,0.0068039009044771285,scenario 0 option 1
49,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
50,581042.7028936293,712735218.6613116,30700000.0,18.21542491980943,0.0001378391126637776,scenario 0 option 1
51,4838766.858829992,712735218.6613116,30700000.0,184.91395634664474,0.001195971239661719,scenario 0 option 1
52,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
53,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
54,956152.1219041004,712735218.6613116,30700000.0,28.06266914885373,0.0002058006883880401,scenario 0 option 1
55,2147964.0866619595,712735218.6613116,30700000.0,79.40836032400222,0.0005498996799711838,scenario 0 option 1
56,758777.8709898371,712735218.6613116,30700000.0,24.05093074877849,0.0003315018784648762,scenario 0 option 1
57,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
58,2810429.2835138184,712735218.6613116,30700000.0,126.48805672516605,0.0008792881457327666,scenario 0 option 1
59,2886395.907988554,712735218.6613116,30700000.0,80.29489266285123,0.0005688309327780236,scenario 0 option 1
60,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
61,778442624.90629,712735218.6613116,30700000.0,5103.345141540168,0.22377402391698717,scenario 0 option 1
62,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
63,19971448.60379226,712735218.6613116,30700000.0,125.73422268000884,0.0038870719233948465,scenario 0 option 1
64,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
65,38972068.45827658,712735218.6613116,30700000.0,1243.2209932016342,0.015309205730097437,scenario 0 option 1
66,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
67,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
68,5370970.407694024,712735218.6613116,30700000.0,171.44145106995524,0.002295515891338367,scenario 0 option 1
69,134938895.7474306,712735218.6613116,30700000.0,4894.983531102949,0.020088982690158703,scenario 0 option 1
70,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
71,282218469.138356,712735218.6613116,30700000.0,1431.8965528716797,0.06692587371851558,scenario 0 option 1
72,47028852.68865462,712735218.6613116,30700000.0,1842.503259828435,0.00846373106502639,scenario 0 option 1
73,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
74,6814570.853204867,712735218.6613116,30700000.0,234.40737035961288,0.0014691273469578606,scenario 0 option 1
75,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
76,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
77,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
78,0.0,712735218.6613116,30700000.0,0.0,0.0,scenario 0 option 1
79,175046.02612080413,712735218.6613116,30700000.0,5.255948124607302,3.6835962034519195e-05,scenario 0 option 1
