,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
114,128311350.45706883,0,0.0,0.0,0.2134996607469693
115,963433169.8694167,0,0.0,0.0,0.8978100767952222
116,1334990339.9845471,0,0.0,0.0,2.540039747369843
117,1729886825.5995526,0,0.0,0.0,1.3593586128229551
118,2421158889.7960744,0,0.0,0.0,3.035184930527543
119,3401732117.254457,0,0.0,0.0,1.9976850384888725
120,137506048.57999068,0,0.0,0.0,0.25062619570501027
121,3452731036.89368,0,0.0,0.0,2.0381230100444365
122,1386041419.9777474,0,0.0,0.0,1.8593350517554599
123,3542892404.88507,0,0.0,0.0,1.99122129262487
124,3584284634.036308,0,0.0,0.0,4.1634398601487
125,471839791.78609395,0,0.0,0.0,0.4200864550081127
126,208461430.42914903,0,0.0,0.0,0.32680096293360117
127,2641368918.1722417,0,0.0,0.0,2.3859973002082424
128,226069320.83057725,0,0.0,0.0,0.151282229479199
129,1040820081.2359424,0,0.0,0.0,1.4134396068421458
130,3183768974.3006806,0,0.0,0.0,2.109682064112276
131,3485825298.881838,0,0.0,0.0,2.1550425731027065
132,1600387729.551581,0,0.0,0.0,2.1806585184979763
133,3097134381.449953,0,0.0,0.0,2.0030029444678084
134,2580700821.3272905,0,0.0,0.0,2.0122563592548466
135,2668323367.339064,0,0.0,0.0,1.9528357459986119
136,578508127.2779677,0,0.0,0.0,0.8912915009866422
137,2431862339.342131,0,0.0,0.0,2.0140875878374693
138,71524984.73427129,0,0.0,0.0,0.08933165532408749
139,2770538684.1482205,0,0.0,0.0,2.067511723915294
140,665529178.935357,0,0.0,0.0,0.6681526339188923
141,344859027.94328,0,0.0,0.0,0.5267552678278458
142,274477467.3352991,0,0.0,0.0,0.2610167021042924
143,1848481312.4894664,0,0.0,0.0,1.3928738621924057
144,1125193040.8829815,0,0.0,0.0,0.8938907035266053
145,3020714903.456073,0,0.0,0.0,1.9917002269037882
146,1468141936.466794,0,0.0,0.0,1.2138382683373803
147,381376068.7354849,0,0.0,0.0,0.6029274674757652
148,3067910084.3666425,0,0.0,0.0,1.9809872520285376
149,885181907.0494313,0,0.0,0.0,0.8989210588141425
150,870790048.9613078,0,0.0,0.0,0.7429876174581267
151,2078388850.4830112,0,0.0,0.0,3.7565011428044457
152,4014933295.740857,0,0.0,0.0,4.895707583732769
153,4131403426.8665223,0,0.0,0.0,5.509562279560531
154,439068856.2681939,0,0.0,0.0,0.8439150243163936
155,1747322384.3719254,0,0.0,0.0,2.4038563086176854
156,1285727449.2420456,0,0.0,0.0,2.1029896362365896
157,711853325.4378115,0,0.0,0.0,1.456897570091709
158,1615108903.1905062,0,0.0,0.0,1.3683546040377206
159,811565732.0572659,0,0.0,0.0,0.6906458911592338
160,1391369203.8507147,0,0.0,0.0,2.13802861612275
161,5380465581.349589,0,0.0,0.0,5.234655297923638
162,2462774536.197942,0,0.0,0.0,3.8516967302997975
163,996059488.1306868,0,0.0,0.0,0.7927067748643346
164,2490785640.4540005,0,0.0,0.0,1.9896727088981687
165,460326400.9555974,0,0.0,0.0,0.5150662038080903
166,1196359696.6629572,0,0.0,0.0,0.8951236047309395
167,623099076.8018066,0,0.0,0.0,0.3801939957899135
168,814941265.9320656,0,0.0,0.0,1.1551913160511071
169,2717087978.5262156,0,0.0,0.0,3.734928564517462
170,4425949196.09733,0,0.0,0.0,5.521835811677752
171,109815969.11436453,0,0.0,0.0,0.17680239740389642
172,800185894.3464271,0,0.0,0.0,0.7114841730195713
173,3090406999.5254407,0,0.0,0.0,2.2394319044128945
174,2921900480.269912,0,0.0,0.0,3.499588626955831
175,193996472.79237902,0,0.0,0.0,0.34952621303843484
176,2212524799.417465,0,0.0,0.0,2.0084604850829315
177,357850076.5344697,0,0.0,0.0,0.28177925869044795
178,1266216845.671939,0,0.0,0.0,1.3957417014100846
179,3424481277.5499287,0,0.0,0.0,1.9762247710940115
180,239427333.1426167,0,0.0,0.0,0.2203627547702312
181,170887738.87098843,0,0.0,0.0,0.18591993579285276
182,2583127755.732971,0,0.0,0.0,2.0153208154598423
183,2895021811.963605,0,0.0,0.0,2.0117593095399164
184,486478498.38935447,0,0.0,0.0,0.41168389805996886
185,2379351037.2795763,0,0.0,0.0,3.660770060232048
186,1179342569.301576,0,0.0,0.0,1.181354899261216
187,2609359344.495118,0,0.0,0.0,2.042733846647122
188,257557868.01520902,0,0.0,0.0,0.14602210169590712
189,735751162.3908062,0,0.0,0.0,0.6225292240016782
190,510519855.2883103,0,0.0,0.0,0.4998508329656965
191,3093159616.4816046,0,0.0,0.0,2.538973163693383
192,1238729839.9123702,0,0.0,0.0,0.9406067545527339
193,606239726.513073,0,0.0,0.0,0.6082526915932445
194,3342722570.389847,0,0.0,0.0,2.2190205515239363
195,127827836.21196714,0,0.0,0.0,0.11453792099687769
196,3002898503.9727063,0,0.0,0.0,1.9769035736877705
197,3776168874.6676664,0,0.0,0.0,2.023220680473131
198,379981070.0171522,0,0.0,0.0,0.329782794002491
199,435798197.89672875,0,0.0,0.0,0.3665125000949725
200,315376945.6119392,0,0.0,0.0,0.290294340785989
201,1245911043.257836,0,0.0,0.0,1.787578999689223
202,3241769462.5946302,0,0.0,0.0,4.06373311862611
203,2554160916.1699634,0,0.0,0.0,3.8341684503501057
204,2302806542.8210373,0,0.0,0.0,1.8029163029848296
205,343419307.66457707,0,0.0,0.0,0.2093632415489872
206,801925444.7883947,0,0.0,0.0,0.7942184164032168
207,4290750510.1342473,0,0.0,0.0,5.280491006278434
208,165069224.88945082,0,0.0,0.0,0.20847351755346105
209,167453963.59478623,0,0.0,0.0,0.17593358806473702
210,954817972.8275633,0,0.0,0.0,0.637351361043981
211,280192654.49235284,0,0.0,0.0,0.3021742384081635
212,295967756.5435748,0,0.0,0.0,0.2474147164555045
213,2172858580.3074737,0,0.0,0.0,1.749452105261177
214,2605823959.2127566,0,0.0,0.0,2.15559935452523
215,440881901.62309575,0,0.0,0.0,0.3817876173242403
216,2372121615.1980324,0,0.0,0.0,1.951921369299764
217,2900600996.737044,0,0.0,0.0,1.972619995685653
218,2902376554.9234843,0,0.0,0.0,2.020745406481312
219,288303120.0282178,0,0.0,0.0,0.25081816205527563
220,4269292190.015761,0,0.0,0.0,3.5313545748831454
221,324155133.1955809,0,0.0,0.0,0.4934872128887181
222,582208126.3686186,0,0.0,0.0,0.456115909646177
223,1760889066.6091278,0,0.0,0.0,1.6436609830896258
224,530391417.8221603,0,0.0,0.0,0.4438074284606135
225,3273659554.3149657,0,0.0,0.0,2.0433061760415443
226,415304141.8757555,0,0.0,0.0,0.3211056656286812
227,2439549169.919144,0,0.0,0.0,1.755638561622427
228,3263751752.502191,0,0.0,0.0,2.0112735218260043
229,2935540216.7350945,0,0.0,0.0,2.049344333065028
230,1387866495.6956074,0,0.0,0.0,1.0381846015538387
231,429259649.15856457,0,0.0,0.0,0.24444949140107314
232,2544806677.6424513,0,0.0,0.0,1.976017112276739
233,2371121030.6723795,0,0.0,0.0,3.7146110897421867
234,3512198296.991008,0,0.0,0.0,2.224987338719539
235,282951807.0659802,0,0.0,0.0,0.27032316814951995
236,198231373.8280541,0,0.0,0.0,0.20066449973061962
237,1075547636.6476893,0,0.0,0.0,0.849139818670564
238,3109114895.6643662,0,0.0,0.0,2.055233825061835
239,3847738880.6427736,0,0.0,0.0,5.5745346092217005
240,2298872347.5789776,0,0.0,0.0,3.805284541028907
241,3269165788.6938124,0,0.0,0.0,2.6725699507777065
242,2921886727.5775695,0,0.0,0.0,1.9908891499702124
243,3093069688.4181776,0,0.0,0.0,1.9991603710010442
244,3395239681.2864866,0,0.0,0.0,2.2391559196271476
245,988162274.0193052,0,0.0,0.0,0.9119841999185533
246,2086276893.009147,0,0.0,0.0,1.3604578297884546
247,400661122.44480586,0,0.0,0.0,0.40319907042765196
248,545153556.3109798,0,0.0,0.0,0.9357716063845652
249,1558331368.1198559,0,0.0,0.0,1.2971095047696632
250,1497349576.5554023,0,0.0,0.0,2.5696907994742926
251,775855395.9513783,0,0.0,0.0,1.2792231133065726
252,741556410.1526039,0,0.0,0.0,0.6058824893673203
253,187227749.82971343,0,0.0,0.0,0.16930313844789407
254,2374921707.36527,0,0.0,0.0,3.6794244763754484
255,1367014178.084144,0,0.0,0.0,1.4030516383840559
256,3500725620.898229,0,0.0,0.0,4.8358509359923385
257,1856259195.929921,0,0.0,0.0,3.6356072696001913
258,935485266.4057235,0,0.0,0.0,0.9322006984854939
259,3081553264.046065,0,0.0,0.0,1.9903272705860227
260,2537720426.194078,0,0.0,0.0,2.137001287084454
261,2337905610.9384117,0,0.0,0.0,1.9811014704047316
262,5764359032.470406,0,0.0,0.0,5.476755636255481
263,117712357.70067182,0,0.0,0.0,0.12796788903917589
264,3229876324.7399344,0,0.0,0.0,2.1108956287991902
265,3090249767.955568,0,0.0,0.0,2.005932967968095
266,2542795575.1975923,0,0.0,0.0,1.9745143736930268
267,235622701.4437018,0,0.0,0.0,0.24210623150693872
268,2320071302.4707737,0,0.0,0.0,3.9031881302460225
269,1969388856.1307847,0,0.0,0.0,3.7171659501056062
270,985903108.9154909,0,0.0,0.0,0.9810664589201413
271,752826550.8785216,0,0.0,0.0,1.62936574132561
272,3516973249.2420626,0,0.0,0.0,1.972836222479599
273,334990449.5800139,0,0.0,0.0,0.37766307640779473
274,2486269536.06794,0,0.0,0.0,4.0018053530935465
275,2615916303.345908,0,0.0,0.0,3.9381768529322887
276,386835465.8464821,0,0.0,0.0,0.29170557811754755
277,326637747.2632556,0,0.0,0.0,0.3726447764071723
278,749765299.5891955,0,0.0,0.0,0.7118713154196699
279,2458427075.327709,0,0.0,0.0,3.7979050319244445
280,938126656.6284949,0,0.0,0.0,0.9433364598109636
281,3759000165.402605,0,0.0,0.0,2.971619291011062
282,809861699.3841498,0,0.0,0.0,1.1725002802273345
283,1091277966.84031,0,0.0,0.0,1.8314030019198986
284,3203975910.3523464,0,0.0,0.0,1.9690062608246235
285,410330706.5759411,0,0.0,0.0,0.6212287420705352
286,317633148.15151715,0,0.0,0.0,0.5199217984709685
287,3132894148.808112,0,0.0,0.0,2.15618465107327
288,4754154749.260453,0,0.0,0.0,4.000467511833827
289,246768681.56663495,0,0.0,0.0,0.2779505915240693
290,1548898370.1639187,0,0.0,0.0,1.0191567777445418
291,2846184172.2703915,0,0.0,0.0,2.067044270537447
292,2340811327.103709,0,0.0,0.0,1.5838822568374946
293,2608678373.0063686,0,0.0,0.0,2.396750720460674
294,1185128879.0793004,0,0.0,0.0,0.9259409701403034
295,733906469.4526315,0,0.0,0.0,0.825973220405227
296,366158992.79949296,0,0.0,0.0,0.23836112315108718
297,2274127977.647232,0,0.0,0.0,1.4828161560585709
298,3145971264.9575458,0,0.0,0.0,2.0139435334599187
299,270806976.76858175,0,0.0,0.0,0.3752487120205818
300,953375534.6374136,0,710400000.0,0.0,0.8411506227134974
301,269822000.09357285,0,710400000.0,0.0,0.3583534517448205
302,1401759866.6009464,0,710400000.0,0.0,1.8241213477733869
303,148842386.6474827,0,710400000.0,0.0,0.1274594048523993
304,1775076866.6113079,0,710400000.0,0.0,3.4145533760197204
305,317480844.68735266,0,710400000.0,0.0,0.33035035497531207
306,197899274.7041575,0,710400000.0,0.0,0.26349134866053586
307,51964651.82097019,0,710400000.0,0.0,0.05179775292629004
308,305593617.6719694,0,710400000.0,0.0,0.2826634454439829
309,163931653.53394213,0,710400000.0,0.0,0.12721251118756588
310,145722369.33546746,0,710400000.0,0.0,0.1249178129589494
311,235700166.95265806,0,710400000.0,0.0,0.2086728968462498
312,2844753968.0631175,0,710400000.0,0.0,1.6909828104784586
313,293843525.2687638,0,710400000.0,0.0,0.24623386405653286
314,121102430.38327166,0,710400000.0,0.0,0.1641563492233305
315,966574534.2338583,0,710400000.0,0.0,1.754314011145633
316,58518301.30627192,0,710400000.0,0.0,0.05572698848387972
317,294966522.38019776,0,710400000.0,0.0,0.2626969887219903
318,104422887.16399017,0,710400000.0,0.0,0.07842014157113145
319,1963507296.5323799,0,710400000.0,0.0,3.3516285294081283
320,71424991.25314736,0,710400000.0,0.0,0.050205693774069166
321,144405591.2721298,0,710400000.0,0.0,0.12393577246339935
322,83336935.40140778,0,710400000.0,0.0,0.08991043623480538
323,87838809.02993783,0,710400000.0,0.0,0.13879031362947064
324,90745588.736849,0,710400000.0,0.0,0.15995913861189276
325,114889546.1948625,0,710400000.0,0.0,0.0967107171382737
326,829900513.125279,0,710400000.0,0.0,0.6834508337122631
327,2712789483.051112,0,710400000.0,0.0,1.6909828104784586
328,849591071.8241693,0,710400000.0,0.0,0.6437531582795812
329,402424039.62794006,0,710400000.0,0.0,0.7833128733063811
330,1981192273.4801872,0,710400000.0,0.0,3.361995845029929
331,933631903.9040542,0,710400000.0,0.0,1.1951565226995704
332,9119048.541209297,0,710400000.0,0.0,0.010478761569334968
333,122295313.71235105,0,710400000.0,0.0,0.15751163696359968
334,66389358.331472516,0,710400000.0,0.0,0.10265268132113135
335,416214413.5872915,0,710400000.0,0.0,0.2689907825274769
336,890607956.2687166,0,710400000.0,0.0,0.8227237632810905
337,342756101.27490014,0,710400000.0,0.0,0.2947261905719749
338,117790549.49526495,0,710400000.0,0.0,0.2533116041725491
339,334024115.3071683,0,710400000.0,0.0,0.5180143587670006
340,481567870.3584347,0,710400000.0,0.0,0.5127966937440555
341,905662790.8585715,0,710400000.0,0.0,0.8441523689828352
342,3282214631.6176167,0,710400000.0,0.0,2.1228327963227533
343,993017249.91693,0,710400000.0,0.0,0.8281145319632377
344,74927261.54546626,0,710400000.0,0.0,0.16361901053199016
345,311783667.9933956,0,710400000.0,0.0,0.39390286635749766
346,437315638.44197047,0,710400000.0,0.0,0.38373130743525635
347,106803528.74607605,0,710400000.0,0.0,0.101558526049605
348,279935474.77503276,0,710400000.0,0.0,0.6383164450666301
349,2010573139.0479822,0,710400000.0,0.0,1.1951278231820788
350,1351228575.7097132,0,710400000.0,0.0,0.8597053341573933
351,562867449.3703356,0,710400000.0,0.0,0.5924369491858413
352,278698270.9944565,0,710400000.0,0.0,0.2900007039918622
353,688591805.7619286,0,710400000.0,0.0,0.9388257171787624
354,2913178966.1978464,0,710400000.0,0.0,1.7135064576593548
355,26520649.003841378,0,710400000.0,0.0,0.032822494711674206
356,800347064.947039,0,710400000.0,0.0,0.9327745285873394
357,189071488.89414024,0,710400000.0,0.0,0.21923832911498228
358,119688842.1929726,0,710400000.0,0.0,0.1352261226786195
359,333280836.07437414,0,710400000.0,0.0,0.42558480067953863
360,1923749024.61224,0,710400000.0,0.0,3.3664554414953654
361,210558022.53998995,0,710400000.0,0.0,0.18100497677404387
362,152450625.03706023,0,710400000.0,0.0,0.19301541537668956
363,2286258093.894975,0,710400000.0,0.0,1.7268025013543236
364,189201145.8114332,0,710400000.0,0.0,0.17770232302996164
365,60715690.271595374,0,710400000.0,0.0,0.06981041506385904
366,118744552.38931182,0,710400000.0,0.0,0.10318845736985265
367,341754324.8865391,0,710400000.0,0.0,0.8117375639967769
368,166556107.21173692,0,710400000.0,0.0,0.14544894621104998
369,119078759.11766426,0,710400000.0,0.0,0.0844003291191534
370,140468346.5418363,0,710400000.0,0.0,0.11415254428874108
371,111632882.51353951,0,710400000.0,0.0,0.10087976993645274
372,2571081514.375037,0,710400000.0,0.0,3.758702199539248
373,640770637.3410013,0,710400000.0,0.0,1.152975350285173
374,1271785993.247119,0,710400000.0,0.0,2.4306191037732345
375,464925617.94457996,0,710400000.0,0.0,0.4765320588863936
376,76309729.40762244,0,710400000.0,0.0,0.05207250866952361
377,162607845.5392077,0,710400000.0,0.0,0.22721903820515854
378,1880773034.2905912,0,710400000.0,0.0,2.9676682952411784
379,1007938518.9098443,0,710400000.0,0.0,0.8489861795829025
380,106773976.60127433,0,710400000.0,0.0,0.21986392946628802
381,324227554.40002596,0,710400000.0,0.0,0.5214515495176701
382,244022553.47503358,0,710400000.0,0.0,0.15500285238628195
383,177833524.0871246,0,710400000.0,0.0,0.18493202843408835
384,30988451.133426473,0,710400000.0,0.0,0.031293353662856405
385,115704337.337598,0,710400000.0,0.0,0.15907485977815833
386,193906963.45544735,0,710400000.0,0.0,0.2821627573497107
387,99478686.55697776,0,710400000.0,0.0,0.10308263428875934
388,1685085768.6245303,0,710400000.0,0.0,2.980970292360383
389,64763299.63866378,0,710400000.0,0.0,0.057161499279840405
390,153449434.06564188,0,710400000.0,0.0,0.25626393202715836
391,201884122.70594585,0,710400000.0,0.0,0.30319106387717
392,104055268.12050775,0,710400000.0,0.0,0.12109431408284331
393,827528933.0652398,0,710400000.0,0.0,0.8797469336893055
394,238299715.0579607,0,710400000.0,0.0,0.19700078395762832
395,153690642.64002654,0,710400000.0,0.0,0.18019702868975512
396,128942828.499578,0,710400000.0,0.0,0.10566916793698128
397,148876830.0497893,0,710400000.0,0.0,0.09280047790865509
398,78667545.37817168,0,710400000.0,0.0,0.16155723279959014
399,635490384.1955011,0,710400000.0,0.0,0.694515430844886
400,1876454879.4595582,0,710400000.0,0.0,3.446452223091952
401,915864628.2565482,0,710400000.0,0.0,0.8341638332043755
402,119152672.14405131,0,710400000.0,0.0,0.1439174109932413
403,54062172.437462136,0,710400000.0,0.0,0.06535103703689879
404,1968745175.4538198,0,710400000.0,0.0,3.3661630957170714
405,799288840.6173719,0,710400000.0,0.0,1.1963479369129129
406,2865699093.130967,0,710400000.0,0.0,1.7078438126884883
407,134484560.5251728,0,710400000.0,0.0,0.1197752688369383
408,377527946.57282096,0,710400000.0,0.0,0.3994432932310157
409,1087549117.7656903,0,710400000.0,0.0,0.7920356134273348
410,490356240.2893071,0,710400000.0,0.0,0.3212862000637727
411,244626007.6695482,0,710400000.0,0.0,0.380589724282684
412,1644784440.907474,0,710400000.0,0.0,2.627147995504569
413,454988664.1591064,0,710400000.0,0.0,0.46146282982727416
414,52242146.68699504,0,710400000.0,0.0,0.08950524899959353
415,84032154.81369215,0,710400000.0,0.0,0.17696543093569128
416,225561912.73991987,0,710400000.0,0.0,0.4323273485992604
417,96781060.16262628,0,710400000.0,0.0,0.08575882732029672
418,830547655.2557511,0,710400000.0,0.0,0.7573800541165733
419,2985889837.0720706,0,710400000.0,0.0,1.6909828104784586
420,48426752.902277626,0,710400000.0,0.0,0.09788810710509664
421,195130552.3040326,0,710400000.0,0.0,0.1529978401450532
422,133714211.49577983,0,710400000.0,0.0,0.23341123826944862
423,362467647.9223875,0,710400000.0,0.0,0.27508098746414195
424,2401750466.720468,0,710400000.0,0.0,3.3249155077192545
425,256234827.88930103,0,710400000.0,0.0,0.22100808689700632
426,97790702.70934312,0,710400000.0,0.0,0.1421255708187577
427,2234037829.990293,0,710400000.0,0.0,1.793658147440346
428,116433062.25413874,0,710400000.0,0.0,0.07082669559568966
429,349323311.3575274,0,710400000.0,0.0,0.34987096879854107
430,2760207648.512916,0,710400000.0,0.0,1.7623739678682149
431,591168079.9308834,0,710400000.0,0.0,0.823742678264475
432,806940121.9277813,0,710400000.0,0.0,0.9188401751834873
433,117455615.98633076,0,710400000.0,0.0,0.1732147881115453
434,93878947.68800294,0,710400000.0,0.0,0.09591508702578556
435,91645520.32094502,0,710400000.0,0.0,0.11921972618915092
436,299001648.7840663,0,710400000.0,0.0,0.40277370953585856
437,205676861.40799427,0,710400000.0,0.0,0.20369781924022637
438,18392291.91833242,0,710400000.0,0.0,0.01758664623457186
439,696461852.1971759,0,710400000.0,0.0,1.1979942140134838
440,337809657.44844633,0,710400000.0,0.0,0.3052855736790331
441,93666725.6464415,0,710400000.0,0.0,0.15218919221947094
442,127592927.97621554,0,710400000.0,0.0,0.12051964587272238
443,990399759.2351798,0,710400000.0,0.0,0.7528229262293537
444,103903337.79259187,0,710400000.0,0.0,0.12926012596487801
445,108718550.99755582,0,710400000.0,0.0,0.1708592177511582
446,963857524.5084743,0,710400000.0,0.0,0.8321101786195132
447,112156366.28944786,0,710400000.0,0.0,0.16814939842417248
448,669773884.6228207,0,710400000.0,0.0,0.4382289004741048
449,567617295.585468,0,710400000.0,0.0,0.5760952110251685
450,561699848.3400441,0,710400000.0,0.0,0.47884633936388177
451,1900004351.144713,0,710400000.0,0.0,3.3799868575293375
452,1792134532.6229506,0,710400000.0,0.0,1.9339477893542432
453,1353375071.711913,0,710400000.0,0.0,2.704544569961998
454,123127758.47560222,0,710400000.0,0.0,0.18976475730391879
455,630823106.7634821,0,710400000.0,0.0,0.7001120001641428
456,558425298.1955082,0,710400000.0,0.0,0.5961687578363493
457,309802033.6803067,0,710400000.0,0.0,0.43636799561731193
458,72711728.71206385,0,710400000.0,0.0,0.15348991552714716
459,557827445.5878829,0,710400000.0,0.0,0.4739264300106939
460,348930171.08459425,0,710400000.0,0.0,0.42716089178266897
461,2199390122.929459,0,710400000.0,0.0,3.3444146897310896
462,2098562772.20816,0,710400000.0,0.0,3.34758585815044
463,195671221.55602562,0,710400000.0,0.0,0.18115562228899523
464,347812318.36078393,0,710400000.0,0.0,0.4337536521313782
